Word i,Word i entity tag,Word i POS,Stopword
إلى,O,prep,yes
المعدة,O,noun,no
.,O,punc,no
يذهب,O,verb,no
الطعام,O,noun,no
بعد,O,noun,yes
ابتلاعه,O,noun,no
من,O,prep,yes
الفم,O,noun,no
إلى,O,prep,yes
المعدة,O,noun,no
عبر,O,noun,no
المريء,O,noun,no
.,O,punc,no
يبلغ,O,verb,no
طول,O,noun,no
المريء,O,noun,no
خمسة,O,noun_num,no
و,O,conj,no
عشرين,O,noun_num,no
سنتيمترا,O,noun,no
تقريبا,O,noun,no
",",O,punc,no
و,O,conj,no
هو,O,pron,yes
يوجد,O,verb,no
ضمن,O,noun,no
الصدر,O,noun,no
.,O,punc,no
يقع,O,verb,no
المريء,O,noun,no
خلف,O,noun,no
القلب,O,noun,no
و,O,conj,no
القصبة,O,noun,no
الهوائية,O,adj,no
التي,O,pron_rel,yes
تسمى,O,verb,yes
الرغامى,O,noun,no
أيضا,O,adv,yes
.,O,punc,no
يمر,O,verb,no
المريء,O,noun,no
عبر,O,noun,no
الحجاب,O,noun,no
الحاجز,O,noun,no
أيضا,O,adv,yes
قبل,O,noun,no
اتصاله,O,noun,no
ب,O,prep,no
المعدة,O,noun,no
مباشرة,O,noun,no
.,O,punc,no
يوجد,O,verb,no
في,O,prep,yes
أسفل,O,adj_comp,no
المريء,O,noun,no
حلقة,O,noun,no
عضلية,O,adj,no
تمنع,O,verb,no
الطعام,O,noun,no
و,O,conj,no
الحمض,O,noun,no
من,O,prep,yes
العودة,O,noun,no
إلى,O,prep,yes
المريء,O,noun,no
.,O,punc,no
و,O,conj,no
تسمى,O,verb,yes
هذه,O,pron_dem,yes
الحلقة,O,noun,no
المصرة,O,adj,no
المريئية,O,adj,no
السفلية,O,adj,no
.,O,punc,no
المريء,O,noun,no
أنبوب,O,noun,no
عضلي,O,adj,no
يتكون,O,verb,no
جداره,O,noun,no
من,O,prep,yes
العديد,O,adj,yes
من,O,prep,yes
الطبقات,O,noun,no
النسيجية,O,adj,no
المختلفة,O,adj,yes
.,O,punc,no
سرطان,B,noun,no
المريء,I,noun,no
يتكون,O,verb,no
الجسم,O,noun,no
من,O,prep,yes
خلايا,O,noun,no
صغيرة,O,adj,no
جدا,O,noun,yes
.,O,punc,no
تنمو,O,verb,no
الخلايا,O,noun,no
الطبيعية,O,adj,no
في,O,prep,yes
الجسم,O,noun,no
و,O,conj,no
تموت,O,verb,no
ب,O,prep,no
طريقة,O,noun,no
مضبوطة,O,adj,no
.,O,punc,no
تستمر,O,verb,no
الخلايا,O,noun,no
في,O,prep,yes
بعض,O,noun_quant,yes
الأحيان,O,noun,no
ب,O,prep,no
الانقسام,O,noun,no
و,O,conj,no
النمو,O,noun,no
ب,O,prep,no
شكل,O,noun,yes
فوضوي,O,adj,no
",",O,punc,no
مسببة,O,noun,no
نموا,O,noun,no
شاذا,O,noun,no
يسمى,O,verb,no
ورما,O,noun,no
.,O,punc,no
يدعى,O,verb,no
الورم,O,noun,no
حميدا,O,adj,no
",",O,punc,no
أو,O,conj,yes
غير,O,noun,yes
سرطاني,O,noun,no
",",O,punc,no
إذا,O,conj_sub,yes
لم,O,part_neg,yes
ينتقل,O,verb,no
إلى,O,prep,yes
الأنسجة,O,noun,no
و,O,conj,no
أعضاء,O,noun,no
الجسم,O,noun,no
المجاورة,O,adj,no
.,O,punc,no
و,O,conj,no
لا,O,part_neg,yes
يشكل,O,verb,no
الورم,O,noun,no
الحميد,O,noun_prop,no
خطرا,O,noun,no
على,O,prep,yes
الحياة,O,noun,no
عادة,O,noun,yes
.,O,punc,no
أما,O,part_focus,yes
إذا,O,conj_sub,yes
كان,O,verb,yes
الورم,O,noun,no
يغزو,O,verb,no
الأعضاء,O,noun,no
الأنسجة,O,noun,no
المجاورة,O,adj,no
",",O,punc,no
ف,O,conj,yes
إنه,O,conj_sub,no
يدعى,O,verb,no
ورما,O,noun,no
خبيثا,O,adj,no
أو,O,conj,yes
سرطانا,O,noun,no
.,O,punc,no
تنتشر,O,verb,yes
الخلايا,O,noun,no
السرطانية,O,adj,no
إلى,O,prep,yes
أجزاء,O,noun,no
الجسم,O,noun,no
المختلفة,O,adj,yes
عبر,O,noun,no
الأوعية,O,noun,no
الدموية,O,adj,no
القنوات,O,noun,no
اللمفية,O,adj,no
.,O,punc,no
يبدو,O,verb,no
اللمف,O,noun,no
ك,O,prep,yes
سائل,O,noun,no
رائق,O,adj,no
تقريبا,O,noun,no
",",O,punc,no
ينتجه,O,verb,no
الجسم,O,noun,no
",",O,punc,no
و,O,conj,no
يقوم,O,verb,no
ب,O,prep,no
نزح,O,verb,no
الفضلات,O,noun,no
من,O,prep,yes
الخلايا,O,noun,no
.,O,punc,no
و,O,conj,no
هو,O,pron,yes
ينتقل,O,verb,no
عبر,O,noun,no
قنوات,O,noun,no
خاصة,O,adj,no
و,O,conj,no
أجسام,O,noun,no
تشبه,O,verb,no
حبة,O,noun,no
الفاصولياء,O,adj,no
تدعى,O,verb,no
العقد,O,noun,no
اللمفية,O,adj,no
.,O,punc,no
يسمي,O,verb,no
الأطباء,O,noun,no
السرطان,O,noun,no
الذي,O,pron_rel,yes
ينتشر,O,verb,no
أو,O,conj,yes
ينتقل,O,verb,no
من,O,prep,yes
نسيج,O,noun,no
إلى,O,prep,yes
نسيج,O,noun,no
آخر,O,adj,yes
من,O,prep,yes
أنسجة,O,noun,no
الجسم,O,noun,no
نقيلة,O,noun,no
أو,O,conj,yes
سرطانا,O,noun,no
نقيليا,O,noun_prop,no
",",O,punc,no
فقد,O,part_verb,no
ينمو,O,verb,no
ورم,O,noun,no
المريء,O,noun,no
",",O,punc,no
على,O,prep,yes
سبيل,O,noun,no
المثال,O,noun,no
",",O,punc,no
عبر,O,noun,no
الطبقة,O,noun,no
الخارجية,O,adj,no
ل,O,prep,no
المريءوالأنسجة,O,noun,no
المجاورة,O,adj,no
مع,O,noun,yes
مرور,O,noun,no
الوقت,O,noun,no
.,O,punc,no
تسمى,O,verb,yes
السرطانات,O,noun,no
في,O,prep,yes
الجسم,O,noun,no
حسب,O,noun,yes
اسم,O,noun,no
المكان,O,noun,no
الذي,O,pron_rel,yes
بدأ,O,verb,no
فيه,O,prep,no
السرطان,O,noun,no
",",O,punc,no
حيث,O,adv_rel,yes
يسمى,O,verb,no
السرطان,O,noun,no
الذي,O,pron_rel,yes
بدأ,O,verb,no
في,O,prep,yes
المريء,O,noun,no
السرطان,B,noun,no
المريئي,I,adj,no
دائما,O,adj,no
",",O,punc,no
حتى,O,part,no
إذا,O,conj_sub,yes
انتشر,O,verb,no
إلى,O,prep,yes
أماكن,O,noun,no
أخرى,O,adj,yes
.,O,punc,no
عوامل,O,noun,no
الخطورة,O,noun,no
من,O,prep,yes
غير,O,noun,yes
الممكن,O,adj,no
عادة,O,noun,yes
تحديد,O,noun,no
سبب,O,noun,no
السرطان,O,noun,no
عند,O,noun,yes
مريض,O,noun,no
معين,O,adj,no
على,O,prep,yes
وجه,O,noun,no
الدقة,O,noun,no
",",O,punc,no
و,O,conj,no
لكننا,O,verb_pseudo,no
نعرف,O,verb,no
حقا,O,adj,no
الأسباب,O,noun,no
العامة,O,adj,no
ل,O,prep,no
السرطان,O,noun,no
.,O,punc,no
و,O,conj,no
يعرف,O,verb,no
الأطباء,O,noun,no
أيضا,O,adv,yes
أن,O,conj_sub,yes
هناك,O,adv,yes
عوامل,O,noun,no
معينة,O,adj,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تزيد,O,verb,no
من,O,prep,yes
احتمال,O,noun,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,O,noun,no
",",O,punc,no
و,O,conj,no
يسمون,O,verb,no
هذه,O,pron_dem,yes
العوامل,O,noun,no
"""",O,punc,no
عوامل,O,noun,no
الخطورة,O,noun,no
"""",O,punc,no
.,O,punc,no
يكون,O,verb,yes
المدخنون,O,noun,no
أكثر,O,adj_comp,yes
عرضة,O,noun,no
ل,O,prep,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
أكثر,O,adj_comp,yes
من,O,prep,yes
غير,O,noun,yes
المدخنين,O,noun,no
.,O,punc,no
كما,O,conj,yes
أن,O,conj_sub,yes
تناول,O,noun,no
الكحول,O,noun,no
يزيد,O,verb,no
أيضا,O,adv,yes
من,O,prep,yes
خطر,O,noun,no
إصابة,O,noun,no
الشخص,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
.,O,punc,no
قد,O,part_verb,yes
يزيد,O,verb,no
اتباع,O,noun,no
نظام,O,noun,no
غذائي,O,adj,no
فقير,O,adj,no
ب,O,prep,no
الفاكهة,O,noun,no
و,O,conj,no
الخضار,O,noun,no
من,O,prep,yes
خطر,O,noun,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
.,O,punc,no
تزيد,O,verb,no
السمنة,O,noun,no
من,O,prep,yes
خطر,O,noun,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
أيضا,O,adv,yes
.,O,punc,no
العمر,O,noun,no
هو,O,pron,yes
أحد,O,noun_num,no
عوامل,O,noun,no
الخطر,O,noun,no
ل,O,prep,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
أيضا,O,adv,yes
",",O,punc,no
ف,O,conj,yes
الناس,O,noun,no
الذين,O,pron_rel,yes
تتراوح,O,verb,no
أعمارهم,O,noun,no
بين,O,noun,no
الخامسة,O,adj_num,no
و,O,conj,no
الأربعين,O,noun_num,no
عاما,O,noun,no
و,O,conj,no
السبعين,O,noun_num,no
عاما,O,noun,no
",",O,punc,no
هم,O,pron,no
من,O,prep,yes
ذوي,O,noun,no
الخطورة,O,noun,no
المرتفعة,O,adj,no
.,O,punc,no
كما,O,conj,yes
أن,O,conj_sub,yes
الرجال,O,noun,no
أكثر,O,adj_comp,yes
ميلا,O,noun,no
من,O,prep,yes
النساء,O,noun,no
ل,O,prep,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
.,O,punc,no
يزيد,O,verb,no
الجزر,O,noun,no
المعدي,O,noun,no
المريئي,O,adj,no
من,O,prep,yes
خطر,O,noun,no
الإصابة,O,noun,no
بسرطان,B,noun,no
المريء,I,noun,no
.,O,punc,no
و,O,conj,no
الجزر,O,noun,no
المعدي,O,noun,no
المريئي,O,adj,no
حالة,O,noun,no
منتشرة,O,adj,no
جدا,O,noun,yes
",",O,punc,no
و,O,conj,no
هو,O,pron,yes
عودة,O,noun,no
غير,O,noun,yes
طبيعية,O,adj,no
ل,O,prep,no
محتوى,O,noun,no
المعدة,O,noun,no
الحامضي,O,adj,no
إلى,O,prep,yes
المريء,O,noun,no
",",O,punc,no
مما,O,prep,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يدمر,O,verb,no
أنسجته,O,noun,no
.,O,punc,no
إذا,O,conj_sub,yes
كان,O,verb,yes
الشخص,O,noun,no
يعاني,O,verb,no
من,O,prep,yes
مريء,O,noun,no
باريت,O,verb,no
",",O,punc,no
ف,O,conj,yes
إن,O,conj_sub,yes
ذلك,O,pron_dem,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يزيد,O,verb,no
من,O,prep,yes
خطر,O,noun,no
إصابته,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
.,O,punc,no
و,O,conj,no
مريء,O,noun,no
باريت,O,verb,no
هو,O,pron,yes
حالة,O,noun,no
تكون,O,verb,yes
فيها,O,prep,no
خلايا,O,noun,no
الجزء,O,noun,no
السفلي,O,adj,no
من,O,prep,yes
المريء,O,noun,no
قد,O,part_verb,yes
تحولت,O,verb,no
أو,O,conj,yes
استبدلت,O,verb,no
ب,O,prep,no
خلايا,O,noun,no
شاذة,O,adj,no
",",O,punc,no
و,O,conj,no
هذا,O,pron_dem,yes
ما,O,pron_rel,yes
قد,O,part_verb,yes
يحدث,O,verb,no
نتيجة,O,noun,no
الجزر,O,noun,no
الحامضي,O,adj,no
.,O,punc,no
لا,O,part_neg,yes
يصاب,O,verb,no
كل,O,noun_quant,yes
شخص,O,noun,no
",",O,punc,no
لديه,O,noun,no
بعض,O,noun_quant,yes
عوامل,O,noun,no
الخطر,O,noun,no
ل,O,prep,no
الإصابة,O,noun,no
ب,O,prep,no
السرطان,B,noun,no
المريئي,I,adj,no
",",O,punc,no
ب,O,prep,no
السرطان,O,noun,no
حتما,O,noun,no
",",O,punc,no
كما,O,conj,yes
أن,O,conj_sub,yes
بعض,O,noun_quant,yes
الذين,O,pron_rel,yes
ليس,O,verb,no
لديهم,O,noun,no
أي,O,noun_quant,yes
عامل,O,noun,no
خطورة,O,noun,no
ل,O,prep,no
الإصابة,O,noun,no
ب,O,prep,no
هذا,O,pron_dem,yes
النوع,O,noun,no
من,O,prep,yes
السرطان,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يصابوا,O,verb,no
أيضا,O,adv,yes
.,O,punc,no
أعراض,O,noun,no
سرطان,B,noun,no
المريء,I,noun,no
أعراض,O,noun,no
السرطان,B,noun,no
المريئي,I,adj,no
المألوفة,O,adj,no
هي,O,pron,yes
:,O,punc,no
انحشار,O,verb,no
الطعام,O,noun,no
في,O,prep,yes
المريء,O,noun,no
",",O,punc,no
و,O,conj,no
قد,O,part_verb,yes
يعود,O,verb,no
أدراجه,O,noun,no
إلى,O,prep,yes
الفم,O,noun,no
.,O,punc,no
ألم,O,noun,no
عند,O,noun,yes
البلع,O,noun,no
.,O,punc,no
ألم,O,noun,no
في,O,prep,yes
الصدر,O,noun,no
أو,O,conj,yes
الظهر,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يشكو,O,verb,no
مريض,O,noun,no
السرطان,B,noun,no
المريئي,I,adj,no
أيضا,O,adv,yes
من,O,prep,yes
:,O,punc,no
نقص,O,noun,no
الوزن,O,noun,no
.,O,punc,no
حرقة,O,noun,no
الفؤاد,O,noun,no
.,O,punc,no
صوت,O,noun,no
أجش,O,noun,no
أو,O,conj,yes
سعال,O,noun,no
يستمر,O,verb,no
أكثر,O,noun_quant,yes
من,O,prep,yes
أسبوعين,O,noun,yes
.,O,punc,no
قد,O,part_verb,yes
لا,O,part_neg,yes
تكون,O,verb,yes
هذه,O,pron_dem,yes
الأعراض,O,noun,no
ناجمة,O,adj,no
عن,O,prep,yes
السرطان,B,noun,no
المريئي,I,adj,no
",",O,punc,no
لكن,O,verb_pseudo,yes
يجب,O,verb,no
على,O,prep,yes
المريض,O,noun,no
مراجعة,O,noun,no
الطبيب,O,noun,no
ل,O,prep,no
معرفة,O,noun,no
سبب,O,noun,no
هذه,O,pron_dem,yes
الأعراض,O,noun,no
.,O,punc,no
تشخيص,O,noun,no
سرطان,B,noun,no
المريء,I,noun,no
إن,O,verb_pseudo,yes
الطريقة,O,noun,no
المثلى,O,adj,no
ل,O,prep,no
الشفاء,O,noun,no
من,O,prep,yes
السرطان,B,noun,no
المريئي,I,adj,no
هي,O,pron,yes
اكتشافه,O,noun,no
في,O,prep,yes
وقت,O,noun,no
مبكر,O,adj,no
جدا,O,noun,yes
.,O,punc,no
و,O,conj,no
قد,O,part_verb,yes
يكون,O,verb,yes
من,O,prep,yes
الممكن,O,adj,no
في,O,prep,yes
بعض,O,noun_quant,yes
الأحيان,O,noun,no
اكتشاف,O,noun,no
هذا,O,pron_dem,yes
النوع,O,noun,no
من,O,prep,yes
السرطان,O,noun,no
حتى,O,prep,no
قبل,O,noun,no
أن,O,conj_sub,yes
يسبب,O,verb,no
أية,O,noun_quant,yes
أعراض,O,noun,no
.,O,punc,no
إذا,O,conj_sub,yes
ظهرت,O,verb,no
لدى,O,noun,yes
المريض,O,noun,no
أعراض,O,noun,no
السرطان,B,noun,no
المريئي,I,adj,no
",",O,punc,no
يحاول,O,verb,no
الطبيب,O,noun,no
أن,O,conj_sub,yes
يكتشف,O,verb,no
ما,O,conj_sub,yes
إذا,O,conj_sub,yes
كان,O,verb,yes
السرطان,B,noun,no
المريئي,I,adj,no
هو,O,pron,yes
سبب,O,noun,no
هذه,O,pron_dem,yes
الأعراض,O,noun,no
أم,O,conj,no
أنها,O,conj_sub,yes
ناجمة,O,adj,no
عن,O,prep,yes
سبب,O,noun,no
آخر,O,adj,yes
.,O,punc,no
يسأل,O,verb,no
الطبيب,O,noun,no
عن,O,prep,yes
التاريخ,O,noun,no
الطبي,O,adj,no
ل,O,prep,no
الأسرة,O,noun,no
",",O,punc,no
فضلا,O,noun,no
عن,O,prep,yes
التاريخ,O,noun,no
الطبي,O,adj,no
ل,O,prep,no
المريض,O,noun,no
نفسه,O,noun,no
.,O,punc,no
ك,O,prep,yes
ما,O,pron_rel,yes
قد,O,part_verb,yes
يطلب,O,verb,no
أيضا,O,adv,yes
إجراء,O,noun,no
بعض,O,noun_quant,yes
الفحوص,O,noun,no
المختبرية,O,adj,no
ل,O,prep,no
الدم,O,noun,no
أو,O,conj,yes
بعض,O,noun_quant,yes
الفحوص,O,noun,no
المختبرية,O,adj,no
الأخرى,O,adj,no
كي,O,conj_sub,yes
يستبعد,O,verb,no
الأسباب,O,noun,no
الأخرى,O,adj,no
ل,O,prep,no
الأعراض,O,noun,no
التي,O,pron_rel,yes
يشكو,O,verb,no
منها,O,prep,no
المريض,O,noun,no
",",O,punc,no
و,O,conj,no
قد,O,part_verb,yes
يجري,O,verb,no
فحصا,O,noun,no
سريريا,O,adj,no
أيضا,O,adv,yes
.,O,punc,no
قد,O,part_verb,yes
يطلب,O,verb,no
الطبيب,O,noun,no
أيضا,O,adv,yes
إجراء,O,noun,no
فحص,O,noun,no
بلعة,O,noun,no
الباريوم,O,noun,no
",",O,punc,no
و,O,conj,no
تسمى,O,verb,yes
أيضا,O,adv,yes
التصوير,O,noun,no
الهضمي,O,adj,no
العلوي,O,adj,no
",",O,punc,no
حيث,O,adv_rel,yes
تؤخذ,O,verb,no
صور,O,noun,no
ب,O,prep,no
الأشعة,O,noun,no
السينية,O,adj,no
ل,O,prep,no
مريء,O,noun,no
و,O,conj,no
معدة,O,adj,no
المريض,O,noun,no
بعد,O,noun,yes
أن,O,conj_sub,yes
يشرب,O,verb,no
محلول,O,noun,no
الباريوم,O,noun,no
.,O,punc,no
يجعل,O,verb,no
محلول,O,noun,no
الباريوم,O,noun,no
المريء,O,adj,no
يظهر,O,verb,no
ب,O,prep,no
شكل,O,noun,yes
أوضح,O,verb,no
على,O,prep,yes
صور,O,noun,no
الأشعة,O,noun,no
السينية,O,adj,no
.,O,punc,no
ربما,O,adv,no
يجري,O,verb,no
الطبيب,O,noun,no
تنظيرا,O,adj,no
داخليا,O,adj,no
أيضا,O,adv,yes
",",O,punc,no
حيث,O,adv_rel,yes
يقوم,O,verb,no
في,O,prep,yes
البداية,O,noun,no
ب,O,prep,no
تخدير,O,noun,no
حلق,O,verb,no
المريض,O,noun,no
ب,O,prep,no
مخدر,O,noun,no
موضعي,O,noun,no
",",O,punc,no
و,O,conj,no
قد,O,part_verb,yes
يعطيه,O,verb,no
بعض,O,noun_quant,yes
الأدوية,O,noun,no
التي,O,pron_rel,yes
تساعده,O,verb,no
على,O,prep,yes
الاسترخاء,O,noun,no
.,O,punc,no
يستخدم,O,verb,no
الطبيب,O,noun,no
في,O,prep,yes
أثناء,O,noun,no
التنظير,O,noun,no
أنبوبا,O,noun,no
دقيقا,O,adj,no
مضيئا,O,noun,no
يدعى,O,verb,no
المنظار,O,noun,no
الداخلي,O,adj,no
ل,O,prep,no
فحص,O,noun,no
المريء,O,noun,no
.,O,punc,no
يدفع,O,verb,no
الطبيب,O,noun,no
المنظار,O,noun,no
من,O,prep,yes
خلال,O,noun,no
الفم,O,noun,no
إلى,O,prep,yes
المريء,O,noun,no
.,O,punc,no
قد,O,part_verb,yes
يقوم,O,verb,no
الطبيب,O,noun,no
في,O,prep,yes
أثناء,O,noun,no
التنظير,O,noun,no
ب,O,prep,no
إجراء,O,noun,no
خزعة,O,verb,no
.,O,punc,no
و,O,conj,no
تعني,O,verb,no
الخزعة,O,noun,no
(,O,punc,no
أو,O,conj,yes
الاختزاع,O,noun,no
),O,punc,no
نزع,O,noun,no
بعض,O,noun_quant,yes
الخلايا,O,noun,no
أو,O,conj,yes
قطعة,O,noun,no
صغيرة,O,adj,no
من,O,prep,yes
النسيج,O,noun,no
ل,O,prep,no
فحصها,O,noun,no
من,O,prep,yes
قبل,O,noun,no
اختصاصي,O,noun,no
التشريح,O,noun,no
المرضي,O,noun,no
(,O,punc,no
الباثولوجيا,O,noun,no
),O,punc,no
.,O,punc,no
يفحص,O,verb,no
اختصاصي,O,noun,no
التشريح,O,noun,no
المرضي,O,noun,no
هذا,O,pron_dem,yes
النسيج,O,noun,no
تحت,O,noun,no
المجهر,O,noun,no
ل,O,prep,no
البحث,O,noun,no
عن,O,prep,yes
خلايا,O,noun,no
السرطان,O,noun,no
.,O,punc,no
و,O,conj,no
الخزعة,O,noun,no
هي,O,pron,yes
الطريقة,O,noun,no
الوحيدة,O,adj,no
المؤكدة,O,adj,no
ل,O,prep,no
معرفة,O,noun,no
ما,O,conj_sub,yes
إذا,O,conj_sub,yes
كانت,O,verb,yes
خلايا,O,noun,no
السرطان,O,noun,no
موجودة,O,adj,no
أم,O,conj,no
لا,O,part_neg,yes
.,O,punc,no
مراحل,O,noun,no
سرطان,B,noun,no
المريء,I,noun,no
يحدد,O,verb,no
الطبيب,O,noun,no
",",O,punc,no
إذا,O,conj_sub,yes
كان,O,verb,yes
المريض,O,noun,no
يعاني,O,verb,no
من,O,prep,yes
السرطان,B,noun,no
المريئي,I,adj,no
",",O,punc,no
المرحلة,O,noun,no
التي,O,pron_rel,yes
بلغها,O,verb,no
السرطان,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
تصنيف,O,noun,no
المراحل,O,noun,no
هو,O,pron,yes
محاولة,O,noun,no
ل,O,prep,no
كشف,O,noun,no
ما,O,conj_sub,yes
إذا,O,conj_sub,yes
كان,O,verb,yes
السرطان,O,noun,no
قد,O,part_verb,yes
انتشر,O,verb,no
",",O,punc,no
و,O,conj,no
أجزاء,O,noun,no
الجسم,O,noun,no
التي,O,pron_rel,yes
انتشر,O,verb,no
إليها,O,prep,no
إذا,O,conj_sub,yes
كان,O,verb,yes
قد,O,part_verb,yes
انتشر,O,verb,no
ب,O,prep,no
الفعل,O,noun,no
.,O,punc,no
تحدد,O,verb,no
المراحل,O,noun,no
عادة,O,noun,yes
ب,O,prep,no
استخدام,O,noun,no
الأرقام,O,noun,no
من,O,prep,yes
واحد,O,noun_num,no
إلى,O,prep,yes
أربعة,O,noun_num,no
",",O,punc,no
حيث,O,adv_rel,yes
يشير,O,verb,no
الرقم,O,noun,no
الأدنى,O,adj_comp,no
إلى,O,prep,yes
مرحلة,O,noun,no
مبكرة,O,adj,no
أكثر,O,adj_comp,yes
.,O,punc,no
و,O,conj,no
يساعد,O,verb,yes
تصنيف,O,noun,no
المراحل,O,noun,no
على,O,prep,yes
تقرير,O,noun,no
النظام,O,noun,no
الأفضل,O,adj_comp,no
ل,O,prep,no
المعالجة,O,noun,no
.,O,punc,no
يحتاج,O,verb,no
الطبيب,O,noun,no
عند,O,noun,yes
تصنيف,O,noun,no
مراحل,O,noun,no
سرطان,B,noun,no
المعدة,I,adj,no
إلى,O,prep,yes
معرفة,O,noun,no
:,O,punc,no
كم,O,adv_rel,yes
يبلغ,O,verb,no
العمق,O,noun,no
الذي,O,pron_rel,yes
بلغه,O,verb,no
السرطان,O,noun,no
في,O,prep,yes
جدار,O,noun,no
المريء,O,noun,no
.,O,punc,no
هل,O,part_interrog,yes
انتقل,O,verb,no
السرطان,O,noun,no
إلى,O,prep,yes
النسج,O,noun,no
المجاورة,O,adj,no
.,O,punc,no
إذا,O,conj_sub,yes
كان,O,verb,yes
السرطان,O,noun,no
قد,O,part_verb,yes
انتشر,O,verb,no
ب,O,prep,no
الفعل,O,noun,no
",",O,punc,no
ف,O,conj,yes
ما,O,pron_rel,yes
هي,O,pron,yes
أجزاء,O,noun,no
الجسم,O,noun,no
التي,O,pron_rel,yes
انتشر,O,verb,no
إليها,O,prep,no
.,O,punc,no
عندما,O,noun,no
يصل,O,verb,no
السرطان,B,noun,no
المريئي,I,adj,no
إلى,O,prep,yes
عقد,O,noun,no
لمفية,O,noun,no
قريبة,O,adj,no
",",O,punc,no
يصبح,O,verb,no
قادرا,O,adj,no
على,O,prep,yes
الانتشار,O,noun,no
إلى,O,prep,yes
مناطق,O,noun,no
الجسم,O,noun,no
الأخرى,O,adj,no
.,O,punc,no
يستطيع,O,verb,no
السرطان,B,noun,no
المريئي,I,adj,no
أن,O,conj_sub,yes
ينتشر,O,verb,no
إلى,O,prep,yes
العقد,O,noun,no
اللمفية,O,adj,no
الأخرى,O,adj,no
و,O,conj,no
إلى,O,prep,yes
العظام,O,noun,no
و,O,conj,no
الكبد,O,noun,no
و,O,conj,no
الرئتين,O,noun,no
.,O,punc,no
قد,O,part_verb,yes
يجري,O,verb,no
الطبيب,O,noun,no
تخطيط,O,noun,no
الصدى,O,noun,no
ب,O,prep,no
التنظير,O,noun,no
الداخلي,O,adj,no
",",O,punc,no
حيث,O,adv_rel,yes
يدخل,O,verb,no
أنبوبا,O,noun,no
دقيقا,O,adj,no
مضيئا,O,noun,no
إلى,O,prep,yes
حلق,O,verb,no
المريض,O,noun,no
.,O,punc,no
و,O,conj,no
تستعمل,O,verb,no
موجات,O,noun,no
صوتية,O,adj,no
ل,O,prep,no
تكوين,O,noun,no
صورة,O,noun,no
تظهر,O,verb,no
الأعضاء,O,noun,no
و,O,conj,no
الأنسجة,O,noun,no
المختلفة,O,adj,yes
في,O,prep,yes
الجسم,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تظهر,O,verb,no
الأورام,O,noun,no
على,O,prep,yes
التصوير,O,noun,no
الطبقي,O,adj,no
المحوري,O,adj,no
.,O,punc,no
و,O,conj,no
جهاز,O,noun,no
التصوير,O,noun,no
الطبقي,O,adj,no
المحوري,O,adj,no
مكون,O,adj,no
من,O,prep,yes
جهاز,O,noun,no
أشعة,O,noun,no
سينية,O,noun,no
متصل,O,adj,no
ب,O,prep,no
حاسوب,O,noun,no
",",O,punc,no
و,O,conj,no
هو,O,pron,yes
يلتقط,O,verb,no
سلسلة,O,noun,no
من,O,prep,yes
الصور,O,noun,no
التفصيلية,O,adj,no
ل,O,prep,no
أعضاء,O,noun,no
جسم,O,noun,no
المريض,O,adj,no
.,O,punc,no
و,O,conj,no
قد,O,part_verb,yes
يتلقى,O,verb,no
المريض,O,noun,no
مادة,O,noun,no
تباينية,O,adj,no
(,O,punc,no
ظليلية,O,noun,no
),O,punc,no
عبر,O,noun,no
الفم,O,noun,no
أو,O,conj,yes
عبر,O,noun,no
حقنة,O,noun,no
ل,O,prep,no
جعل,O,noun,no
رؤية,O,noun,no
المناطق,O,noun,no
الشاذة,O,noun,no
أكثر,O,adj_comp,yes
سهولة,O,noun,no
.,O,punc,no
قد,O,part_verb,yes
يستعمل,O,verb,no
التصوير,O,noun,no
ب,O,prep,no
الرنين,O,noun,no
المغناطيسي,O,adj,no
أيضا,O,adv,yes
ل,O,prep,no
بناء,O,noun,no
صور,O,noun,no
تفصيلية,O,adj,no
ل,O,prep,no
مناطق,O,noun,no
معينة,O,adj,no
في,O,prep,yes
الجسم,O,noun,no
",",O,punc,no
و,O,conj,no
هو,O,pron,yes
يستعمل,O,verb,no
مغناطيسا,O,noun,no
قويا,O,adj,no
ل,O,prep,no
تكوين,O,noun,no
صور,O,noun,no
ل,O,prep,no
الجسم,O,noun,no
من,O,prep,yes
